CODIGO;NOMBRE DEL PRODUCTO;CODIGO DE BARRAS;TIPO DE PRODUCTO;ENVASE;CONT.UN.COMPRA;CONT.UN.VENTA;FAMILIA;SUB-FAMILIA 1;SUB-FAMILIA 2;ESTADO;INCLUYE EN BOLETA;INCLUYE EN FACTURA;EXENTO DE IVA;NOMBRE CORTO;PESABLE;ILA;PRECIO VENTA
158;SALAME ITALIANO SAN JORGE               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;SALAME ITALIANO SAN ;S;0;7564
159;ARVEJITAS  WASIL 310 GRS.               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;ARVEJITAS  WASIL 310; ;0;260
160;LOMITOS ATUN ACEITE 170G.DEYCO          ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;LOMITOS DE ATUN DEMA; ;0;890
161;SALCH.CERV.ESP.PF                       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;CERVEZA                                 ;                                        ;ACTIVO                                  ;S;S;N;salch.cervesp.pf    ;S;0;2395
162;GNOCCHI KILO GASTRONOMICO               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;INSUMOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;gnocchi   kilo gastr; ;0;1300
163;JAMON SAND.RECF.ABUELO PF               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMON                                   ;                                        ;ACTIVO                                  ;S;S;N;jamon sandrec.abuelo;S;0;4570
165;CAMARON NAC.PROM.KILO 100/200           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;CAMARON NAC.PROM.KIL; ;0;5130
168;CHORITOS DE CULTIVO IQF                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;CHORITOS DE CULTIVO ; ;0;2250
170;PECHUGA PAVO ACAR.SOPRAVAL              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;PECHUGA                                 ;                                        ;INACTIVO                                ;S;S;N;pechuga paacar.spv  ;S;0;4898
171;SURTIDO MARISCOS CON PESCADO            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;SURTIDO MARISCOS CON; ;0;2250
172;PECHUGA PAVO COCIDA SOPRAVAL            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;PECHUGA                                 ;                                        ;INACTIVO                                ;S;S;N;pechuga pacocida spv;S;0;5090
173;MARGARINA 500G.POTE SOPROLE             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;MARGARINA pote 500 s; ;0;1140
174;PECHUGA PAVO ASADA SOPRAVAL             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;PECHUGA                                 ;                                        ;INACTIVO                                ;S;S;N;pechuga paasada spv ;S;0;5754
175;QUESO PARMES.227G.CELLO                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso parm227g.cello; ;0;3880
177;JAMONADA AVE PF                         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMON                                   ;                                        ;ACTIVO                                  ;S;S;N;jamonada  ave pf    ;S;0;1904
178;AGUA NEXT POMELO 6*500ML.               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;AGUA MINERAL                            ;                                        ;INACTIVO                                ;S;S;N;AGUA MINERAL NEXT 1/; ;0;1490
179;SALAME AHUMADO SAN JORGE                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;SALAME AHUMADO SAN J;S;0;7564
180;ACEITUNA 400G.ENT.SEV.TOLEDO            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;aceituna  verde 400 ; ;0;1120
181;QUESO LAMIN.250G.SAN RAFAEL             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;INACTIVO                                ;S;S;N;queso lami250g.san r; ;0;850
182;QUESO LAMIN.500G.LA VAQUITA             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso lam 500g.la va; ;0;2200
